Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2023-05-27,Dips,Chest,81.2,kgs,5,,,,""
2023-05-27,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-27,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-05-27,Chin Up,Back,81.2,kgs,7,,,,""
2023-05-27,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-27,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-05-27,Chin Up,Back,81.2,kgs,5,,,,""
2023-05-27,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-27,BTNSP,Front Delt,22.5,kgs,4,,,,""
2023-05-27,Chin Up,Back,81.2,kgs,3,,,,""
2023-05-27,Cable RDF,Rear Delts,3.0,kgs,11,,,,""
2023-05-27,EZ-Bar Skullcrusher,Triceps,22.5,kgs,12,,,,""
2023-05-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,12,,,,""
2023-05-27,Cable Lateral Raise,Side Delts,3.0,kgs,0,,,,""
2023-05-27,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-05-27,EZ-Bar Skullcrusher,Triceps,22.5,kgs,12,,,,""
2023-05-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,11,,,,""
2023-05-27,Cable Lateral Raise,Side Delts,3.0,kgs,0,,,,""
2023-05-27,Finger Curl,Forearms,60.0,kgs,6,,,,""
2023-05-27,EZ-Bar Skullcrusher,Triceps,22.5,kgs,9,,,,""
2023-05-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-05-27,Cable Lateral Raise,Side Delts,3.0,kgs,0,,,,""
2023-05-27,Finger Curl,Forearms,60.0,kgs,2,,,,""
2023-05-28,Smith Squat,Legs,50.0,kgs,10,,,,""
2023-05-28,Calf Press,Calves,190.0,kgs,21,,,,""
2023-05-28,Calf Press,Calves,190.0,kgs,16,,,,""
2023-05-28,Smith Squat,Legs,50.0,kgs,10,,,,""
2023-05-28,Smith Squat,Legs,50.0,kgs,10,,,,""
2023-05-28,Calf Press,Calves,190.0,kgs,16,,,,""
2023-05-28,Calf Press,Calves,190.0,kgs,12,,,,""
2023-05-28,Romanian Deadlift,Legs,90.0,kgs,7,,,,""
2023-05-28,Smith Shrugs,Traps,60.0,kgs,12,,,,""
2023-05-30,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-30,Incline Chest Press,Chest,75.0,kgs,14,,,,""
2023-05-30,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-30,Incline Chest Press,Chest,75.0,kgs,10,,,,""
2023-05-30,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-30,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-30,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-30,Incline Chest Press,Chest,75.0,kgs,10,,,,""
2023-05-30,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-30,Cable Pullovers,Back,10.0,kgs,12,,,,""
2023-05-30,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-05-30,Cable Curls,Biceps,9.0,kgs,12,,,,""
2023-05-30,Cable Pullovers,Back,10.0,kgs,10,,,,""
2023-05-30,SA DB Lateral Raises,Side Delts,12.5,kgs,10,,,,""
2023-05-30,Cable Curls,Biceps,9.0,kgs,12,,,,""
2023-05-30,Cable Pullovers,Back,10.0,kgs,10,,,,""
2023-05-30,SA DB Lateral Raises,Side Delts,12.5,kgs,10,,,,""
2023-05-30,Cable Curls,Biceps,9.0,kgs,12,,,,""
2023-05-30,Smith Upright Rows,Side Delts,27.5,kgs,12,,,,""
2023-05-30,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-30,DB French Press,Triceps,15.0,kgs,12,,,,""
2023-05-30,Smith Upright Rows,Side Delts,27.5,kgs,12,,,,""
2023-05-30,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-30,DB French Press,Triceps,15.0,kgs,12,,,,""
2023-05-30,Smith Upright Rows,Side Delts,27.5,kgs,12,,,,""
2023-05-30,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-30,DB French Press,Triceps,15.0,kgs,12,,,,""
2023-06-03,CG Pulldown,Back,100.0,kgs,12,,,,""
2023-06-03,Viking Smith Press,Front Delt,30.0,kgs,10,,,,""
2023-06-03,Cable RDF,Rear Delts,3.0,kgs,14,,,,""
2023-06-03,CG Pulldown,Back,100.0,kgs,12,,,,""
2023-06-03,Viking Smith Press,Front Delt,30.0,kgs,8,,,,""
2023-06-03,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-03,CG Pulldown,Back,100.0,kgs,9,,,,""
2023-06-03,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-06-03,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-03,Chest Press,Chest,75.0,kgs,12,,,,""
2023-06-03,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-03,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2023-06-03,Finger Curl,Forearms,60.0,kgs,13,,,,""
2023-06-03,Chest Press,Chest,75.0,kgs,12,,,,""
2023-06-03,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-03,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-06-03,Finger Curl,Forearms,60.0,kgs,8,,,,""
2023-06-03,Chest Press,Chest,75.0,kgs,12,,,,""
2023-06-03,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-03,Cable Lateral Raise,Side Delts,3.0,kgs,13,,,,""
2023-06-03,Finger Curl,Forearms,60.0,kgs,6,,,,""
2023-06-03,Rope Curls,Forearms,9.0,kgs,12,,,,""
2023-06-03,Cable Rope Extenison,Triceps,9.0,kgs,12,,,,""
2023-06-03,DB Pullover,Back,15.0,kgs,12,,,,""
2023-06-03,Rope Curls,Forearms,9.0,kgs,12,,,,""
2023-06-03,Cable Rope Extenison,Triceps,9.0,kgs,12,,,,""
2023-06-03,DB Pullover,Back,15.0,kgs,12,,,,""
2023-06-03,Rope Curls,Forearms,9.0,kgs,12,,,,""
2023-06-03,Cable Rope Extenison,Triceps,9.0,kgs,12,,,,""
2023-06-03,DB Pullover,Back,15.0,kgs,8,,,,""
2023-06-12,Dips,Chest,81.2,kgs,10,,,,""
2023-06-12,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-06-12,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-12,Dips,Chest,81.2,kgs,7,,,,""
2023-06-12,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-06-12,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-12,Dips,Chest,81.2,kgs,7,,,,""
2023-06-12,Smith Seal Row,Back,40.0,kgs,9,,,,""
2023-06-12,Decline Crunch,Abs,96.6,kgs,10,,,,""
2023-06-12,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-06-12,Chin Up,Back,81.2,kgs,6,,,,""
2023-06-12,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-12,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-06-12,Chin Up,Back,81.2,kgs,5,,,,""
2023-06-12,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-12,BTNSP,Front Delt,22.5,kgs,6,,,,""
2023-06-12,Chin Up,Back,81.2,kgs,3,,,,""
2023-06-12,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-12,EZ-Bar Skullcrusher,Triceps,22.5,kgs,12,,,,""
2023-06-12,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-06-12,Cable Lateral Raise,Side Delts,3.0,kgs,6,,,,""
2023-06-12,Finger Curl,Forearms,60.0,kgs,11,,,,""
2023-06-12,EZ-Bar Skullcrusher,Triceps,22.5,kgs,12,,,,""
2023-06-12,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,7,,,,""
2023-06-12,Cable Lateral Raise,Side Delts,3.0,kgs,4,,,,""
2023-06-12,Finger Curl,Forearms,60.0,kgs,8,,,,""
2023-06-12,EZ-Bar Skullcrusher,Triceps,22.5,kgs,11,,,,""
2023-06-12,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,7,,,,""
2023-06-12,Cable Lateral Raise,Side Delts,3.0,kgs,8,,,,""
2023-06-12,Finger Curl,Forearms,60.0,kgs,5,,,,""
2023-06-14,Calf Press,Calves,190.0,kgs,21,,,,""
2023-06-14,Smith Squat,Legs,50.0,kgs,10,,,,""
2023-06-14,Calf Press,Calves,190.0,kgs,19,,,,""
2023-06-14,Romanian Deadlift,Legs,100.0,kgs,5,,,,""
2023-06-15,Incline Chest Press,Chest,80.0,kgs,12,,,,""
2023-06-15,Coan Rows,Back,85.0,kgs,5,,,,""
2023-06-15,Cable RDF,Rear Delts,3.0,kgs,14,,,,""
2023-06-15,Coan Rows,Back,85.0,kgs,5,,,,""
2023-06-15,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-06-15,Incline Chest Press,Chest,80.0,kgs,11,,,,""
2023-06-15,Coan Rows,Back,85.0,kgs,5,,,,""
2023-06-15,Cable RDF,Rear Delts,3.0,kgs,9,,,,""
2023-06-15,Incline Chest Press,Chest,80.0,kgs,10,,,,""
2023-06-15,Cable Curls,Biceps,10.0,kgs,12,,,,""
2023-06-15,Cable Pullovers,Back,10.0,kgs,12,,,,""
2023-06-15,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-15,Cable Curls,Biceps,10.0,kgs,12,,,,""
2023-06-15,Cable Pullovers,Back,10.0,kgs,12,,,,""
2023-06-15,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-15,Cable Curls,Biceps,10.0,kgs,12,,,,""
2023-06-15,Cable Pullovers,Back,10.0,kgs,12,,,,""
2023-06-15,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-15,Smith Upright Rows,Side Delts,30.0,kgs,10,,,,""
2023-06-15,Decline Crunch,Abs,97.6,kgs,10,,,,""
2023-06-15,DB French Press,Triceps,17.5,kgs,11,,,,""
2023-06-15,Smith Upright Rows,Side Delts,30.0,kgs,8,,,,""
2023-06-15,Decline Crunch,Abs,97.6,kgs,10,,,,""
2023-06-15,DB French Press,Triceps,17.5,kgs,11,,,,""
2023-06-17,Calf Press,Calves,190.0,kgs,24,,,,""
2023-06-17,Deadlift,Back,130.0,kgs,3,,,,""
2023-06-17,Calf Press,Calves,190.0,kgs,19,,,,""
2023-06-17,Deadlift,Back,110.0,kgs,5,,,,""
2023-06-17,Calf Press,Calves,190.0,kgs,20,,,,""
2023-06-17,Romanian Deadlift,Legs,90.0,kgs,5,,,,""
2023-06-17,Calf Press,Calves,190.0,kgs,20,,,,""
2023-06-17,Romanian Deadlift,Legs,90.0,kgs,5,,,,""
2023-06-17,WG Pull Ups,Back,83.0,kgs,6,,,,""
2023-06-17,Leg Extension Machine,Legs,45.0,kgs,15,,,,""
2023-06-17,Calf Press,Calves,190.0,kgs,18,,,,""
2023-06-17,WG Pull Ups,Back,83.0,kgs,5,,,,""
2023-06-18,Viking Smith Press,Front Delt,30.0,kgs,10,,,,""
2023-06-18,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-06-18,Cable RDF,Rear Delts,3.0,kgs,15,,,,""
2023-06-18,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-06-18,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-06-18,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-18,Viking Smith Press,Front Delt,30.0,kgs,6,,,,""
2023-06-18,CG Pulldown,Back,105.0,kgs,8,,,,""
2023-06-18,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-06-18,Chest Press,Chest,80.0,kgs,12,,,,""
2023-06-18,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2023-06-18,Decline Crunch,Abs,97.6,kgs,10,,,,""
2023-06-18,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-06-18,Chest Press,Chest,80.0,kgs,12,,,,""
2023-06-18,Cable Lateral Raise,Side Delts,3.0,kgs,10,,,,""
2023-06-18,Decline Crunch,Abs,97.6,kgs,12,,,,""
2023-06-18,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-06-18,Chest Press,Chest,80.0,kgs,9,,,,""
2023-06-18,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-06-18,Decline Crunch,Abs,97.6,kgs,10,,,,""
2023-06-18,Finger Curl,Forearms,60.0,kgs,9,,,,""
2023-06-18,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-06-18,Cable Rope Extenison,Triceps,10.0,kgs,12,,,,""
2023-06-18,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-06-18,Cable Rope Extenison,Triceps,10.0,kgs,12,,,,""
2023-06-20,Dips,Chest,83.2,kgs,10,,,,""
2023-06-20,Smith Seal Row,Back,45.0,kgs,12,,,,""
2023-06-20,Decline Crunch,Abs,100.7,kgs,10,,,,""
2023-06-20,Dips,Chest,83.2,kgs,10,,,,""
2023-06-20,Smith Seal Row,Back,45.0,kgs,12,,,,""
2023-06-20,Decline Crunch,Abs,100.7,kgs,8,,,,""
2023-06-20,Dips,Chest,83.2,kgs,8,,,,""
2023-06-20,Smith Seal Row,Back,45.0,kgs,6,,,,""
2023-06-20,Decline Crunch,Abs,100.7,kgs,8,,,,""
2023-06-20,BTNSP,Front Delt,22.5,kgs,9,,,,""
2023-06-20,Chin Up,Back,83.2,kgs,8,,,,""
2023-06-20,Cable RDF,Rear Delts,3.0,kgs,16,,,,""
2023-06-20,BTNSP,Front Delt,22.5,kgs,9,,,,""
2023-06-20,Chin Up,Back,83.2,kgs,5,,,,""
2023-06-20,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-20,BTNSP,Front Delt,22.5,kgs,6,,,,""
2023-06-20,Chin Up,Back,83.2,kgs,5,,,,""
2023-06-20,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-20,EZ-Bar Skullcrusher,Triceps,25.0,kgs,12,,,,""
2023-06-20,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,12,,,,""
2023-06-20,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2023-06-20,Finger Curl,Forearms,60.0,kgs,13,,,,""
2023-06-20,EZ-Bar Skullcrusher,Triceps,25.0,kgs,12,,,,""
2023-06-20,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-06-20,Cable Lateral Raise,Side Delts,3.0,kgs,14,,,,""
2023-06-20,Finger Curl,Forearms,60.0,kgs,6,,,,""
2023-06-20,EZ-Bar Skullcrusher,Triceps,25.0,kgs,12,,,,""
2023-06-20,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-06-20,Cable Lateral Raise,Side Delts,3.0,kgs,10,,,,""
2023-06-20,Finger Curl,Forearms,60.0,kgs,6,,,,""
2023-06-21,Calf Press,Calves,200.0,kgs,19,,,,""
2023-06-21,Smith Squat,Legs,55.0,kgs,10,,,,""
2023-06-21,Calf Press,Calves,200.0,kgs,18,,,,""
2023-06-21,Smith Squat,Legs,55.0,kgs,8,,,,""
2023-06-21,Calf Press,Calves,200.0,kgs,15,,,,""
2023-06-21,Stiff-Legged Deadlift,Legs,110.0,kgs,3,,,,""
2023-06-21,Calf Press,Calves,200.0,kgs,17,,,,""
2023-06-21,Stiff-Legged Deadlift,Legs,95.0,kgs,3,,,,""
2023-06-21,WG Smith Shrugs,Traps,40.0,kgs,12,,,,""
2023-06-21,Leg Extension Machine,Legs,50.0,kgs,19,,,,""
2023-06-21,Leg Extension Machine,Legs,50.0,kgs,16,,,,""
2023-06-21,WG Smith Shrugs,Traps,60.0,kgs,10,,,,""
2023-06-21,WG Smith Shrugs,Traps,60.0,kgs,12,,,,""
2023-06-21,Leg Extension Machine,Legs,50.0,kgs,16,,,,""
2023-06-21,Stiff-Legged Deadlift,Legs,95.0,kgs,3,,,,""
2023-06-23,Coan Rows,Back,87.5,kgs,5,,,,""
2023-06-23,Incline Chest Press,Chest,85.0,kgs,12,,,,""
2023-06-23,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-06-23,Coan Rows,Back,87.5,kgs,5,,,,""
2023-06-23,Incline Chest Press,Chest,85.0,kgs,8,,,,""
2023-06-23,Cable RDF,Rear Delts,3.0,kgs,7,,,,""
2023-06-23,Coan Rows,Back,87.5,kgs,3,,,,""
2023-06-23,Incline Chest Press,Chest,85.0,kgs,8,,,,""
2023-06-23,DB Pullover,Back,15.0,kgs,12,,,,""
2023-06-23,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-23,Cable Curls,Biceps,11.0,kgs,10,,,,""
2023-06-23,DB Pullover,Back,15.0,kgs,12,,,,""
2023-06-23,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-23,Cable Curls,Biceps,11.0,kgs,6,,,,""
2023-06-23,DB Pullover,Back,15.0,kgs,12,,,,""
2023-06-23,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-06-23,Cable Curls,Biceps,11.0,kgs,7,,,,""
2023-06-23,Smith Upright Rows,Side Delts,30.0,kgs,10,,,,""
2023-06-23,Decline Crunch,Abs,100.7,kgs,10,,,,""
2023-06-23,DB French Press,Triceps,17.5,kgs,11,,,,""
2023-06-23,Smith Upright Rows,Side Delts,30.0,kgs,10,,,,""
2023-06-23,Decline Crunch,Abs,100.7,kgs,10,,,,""
2023-06-23,DB French Press,Triceps,17.5,kgs,12,,,,""
2023-06-23,Smith Upright Rows,Side Delts,30.0,kgs,6,,,,""
2023-06-25,Deadlift,Back,140.0,kgs,3,,,,""
2023-06-25,Calf Press,Calves,200.0,kgs,21,,,,""
2023-06-25,Calf Press,Calves,200.0,kgs,17,,,,""
2023-06-25,Deadlift,Back,120.0,kgs,3,,,,""
2023-06-25,Calf Press,Calves,200.0,kgs,19,,,,""
2023-06-25,Romanian Deadlift,Legs,95.0,kgs,5,,,,""
2023-06-25,Calf Press,Calves,200.0,kgs,15,,,,""
2023-06-25,Calf Press,Calves,200.0,kgs,14,,,,""
2023-06-25,Romanian Deadlift,Legs,95.0,kgs,5,,,,""
2023-06-25,WG Pull Ups,Back,83.3,kgs,8,,,,""
2023-06-25,Leg Extension Machine,Legs,60.0,kgs,7,,,,""
2023-06-25,Leg Extension Machine,Legs,60.0,kgs,9,,,,""
2023-06-25,WG Pull Ups,Back,83.3,kgs,6,,,,""
2023-06-25,WG Pull Ups,Back,83.3,kgs,4,,,,""
2023-06-25,Leg Extension Machine,Legs,60.0,kgs,7,,,,""
2023-06-26,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-06-26,Viking Smith Press,Front Delt,30.0,kgs,10,,,,""
2023-06-26,Cable RDF,Rear Delts,3.0,kgs,14,,,,""
2023-06-26,CG Pulldown,Back,105.0,kgs,9,,,,""
2023-06-26,Viking Smith Press,Front Delt,30.0,kgs,8,,,,""
2023-06-26,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-06-26,CG Pulldown,Back,105.0,kgs,9,,,,""
2023-06-26,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-06-26,Cable RDF,Rear Delts,3.0,kgs,11,,,,""
2023-06-26,Decline Crunch,Abs,100.7,kgs,10,,,,""
2023-06-26,Chest Press,Chest,85.0,kgs,12,,,,""
2023-06-26,Cable Lateral Raise,Side Delts,3.0,kgs,15,,,,""
2023-06-26,Finger Curl,Forearms,60.0,kgs,15,,,,""
2023-06-26,Decline Crunch,Abs,100.7,kgs,6,,,,""
2023-06-26,Chest Press,Chest,85.0,kgs,12,,,,""
2023-06-26,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-06-26,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-06-26,Chest Press,Chest,85.0,kgs,9,,,,""
2023-06-26,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-06-26,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-06-26,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-06-26,Cable Rope Extenison,Triceps,10.0,kgs,12,,,,""
2023-06-26,Kroc Row,Back,20.0,kgs,5,,,,""
2023-06-26,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-06-26,Cable Rope Extenison,Triceps,10.0,kgs,12,,,,""
2023-06-26,Kroc Row,Back,20.0,kgs,5,,,,""
2023-06-29,Dips,Chest,83.8,kgs,11,,,,""
2023-06-29,Smith Seal Row,Back,47.5,kgs,10,,,,""
2023-06-29,Decline Crunch,Abs,103.8,kgs,10,,,,""
2023-06-29,Dips,Chest,83.8,kgs,11,,,,""
2023-06-29,Smith Seal Row,Back,47.5,kgs,10,,,,""
2023-06-29,Decline Crunch,Abs,103.8,kgs,10,,,,""
2023-06-29,Dips,Chest,83.8,kgs,6,,,,""
2023-06-29,Smith Seal Row,Back,47.5,kgs,6,,,,""
2023-06-29,Decline Crunch,Abs,103.8,kgs,10,,,,""
2023-06-29,BTNSP,Front Delt,22.5,kgs,10,,,,""
2023-06-29,Chin Up,Back,83.8,kgs,8,,,,""
2023-06-29,Cable RDF,Rear Delts,4.0,kgs,7,,,,""
2023-06-29,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-06-29,Chin Up,Back,83.8,kgs,6,,,,""
2023-06-29,Cable RDF,Rear Delts,4.0,kgs,6,,,,""
2023-06-29,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-06-29,Chin Up,Back,83.8,kgs,5,,,,""
2023-06-29,Cable RDF,Rear Delts,4.0,kgs,6,,,,""
2023-06-29,EZ-Bar Skullcrusher,Triceps,27.5,kgs,9,,,,""
2023-06-29,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,12,,,,""
2023-06-29,Cable Lateral Raise,Side Delts,4.0,kgs,4,,,,""
2023-06-29,Finger Curl,Forearms,62.5,kgs,14,,,,""
2023-06-29,EZ-Bar Skullcrusher,Triceps,27.5,kgs,8,,,,""
2023-06-29,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,10,,,,""
2023-06-29,Cable Lateral Raise,Side Delts,4.0,kgs,4,,,,""
2023-06-29,Finger Curl,Forearms,62.5,kgs,11,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,18,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,16,,,,""
2023-06-30,Smith Squat,Legs,55.0,kgs,6,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,15,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,19,,,,""
2023-06-30,Barbell Squat,Legs,60.0,kgs,3,,,,""
2023-06-30,Barbell Squat,Legs,80.0,kgs,3,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,18,,,,""
2023-06-30,Stiff-Legged Deadlift,Legs,120.0,kgs,3,,,,""
2023-06-30,Calf Press,Calves,210.0,kgs,16,,,,""
2023-06-30,Leg Extension Machine,Legs,65.0,kgs,10,,,,""
2023-06-30,WG Smith Shrugs,Traps,65.0,kgs,12,,,,""
2023-06-30,Stiff-Legged Deadlift,Legs,100.0,kgs,3,,,,""
2023-06-30,Leg Extension Machine,Legs,65.0,kgs,10,,,,""
2023-06-30,WG Smith Shrugs,Traps,65.0,kgs,12,,,,""
2023-06-30,WG Smith Shrugs,Traps,65.0,kgs,12,,,,""
2023-06-30,Leg Extension Machine,Legs,65.0,kgs,10,,,,""
2023-06-30,Stiff-Legged Deadlift,Legs,100.0,kgs,3,,,,""
2023-07-02,Coan Rows,Back,87.5,kgs,5,,,,""
2023-07-02,Incline Chest Press,Chest,85.0,kgs,12,,,,""
2023-07-02,Cable RDF,Rear Delts,4.0,kgs,10,,,,""
2023-07-02,Incline Chest Press,Chest,85.0,kgs,12,,,,""
2023-07-02,Cable RDF,Rear Delts,4.0,kgs,7,,,,""
2023-07-02,Incline Chest Press,Chest,85.0,kgs,9,,,,""
2023-07-02,Cable RDF,Rear Delts,4.0,kgs,5,,,,""
2023-07-02,DB Pullover,Back,17.5,kgs,12,,,,""
2023-07-02,SA DB Lateral Raises,Side Delts,15.0,kgs,10,,,,""
2023-07-02,Cable Curls,Biceps,11.0,kgs,12,,,,""
2023-07-02,DB Pullover,Back,17.5,kgs,12,,,,""
2023-07-02,SA DB Lateral Raises,Side Delts,15.0,kgs,8,,,,""
2023-07-02,Cable Curls,Biceps,11.0,kgs,11,,,,""
2023-07-02,DB Pullover,Back,17.5,kgs,8,,,,""
2023-07-02,SA DB Lateral Raises,Side Delts,15.0,kgs,9,,,,""
2023-07-02,Cable Curls,Biceps,11.0,kgs,6,,,,""
2023-07-02,Smith Upright Rows,Side Delts,32.5,kgs,12,,,,""
2023-07-02,Decline Crunch,Abs,103.8,kgs,10,,,,""
2023-07-02,DB French Press,Triceps,17.5,kgs,12,,,,""
2023-07-02,Smith Upright Rows,Side Delts,32.5,kgs,12,,,,""
2023-07-02,DB French Press,Triceps,17.5,kgs,10,,,,""
2023-07-02,Decline Crunch,Abs,103.8,kgs,10,,,,""
2023-07-05,Viking Smith Press,Front Delt,30.0,kgs,11,,,,""
2023-07-05,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-07-05,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-07-05,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-07-05,Viking Smith Press,Front Delt,30.0,kgs,8,,,,""
2023-07-05,CG Pulldown,Back,105.0,kgs,12,,,,""
2023-07-05,Incline Chest Press,Chest,87.5,kgs,10,,,,""
2023-07-05,Decline Crunch,Abs,103.3,kgs,10,,,,""
2023-07-05,Cable Lateral Raise,Side Delts,4.0,kgs,5,,,,""
2023-07-05,Finger Curl,Forearms,65.0,kgs,17,,,,""
2023-07-05,Chest Press,Chest,87.5,kgs,11,,,,""
2023-07-05,Decline Crunch,Abs,103.3,kgs,10,,,,""
2023-07-05,Cable Lateral Raise,Side Delts,4.0,kgs,4,,,,""
2023-07-05,Finger Curl,Forearms,65.0,kgs,12,,,,""
2023-07-05,Chest Press,Chest,87.5,kgs,8,,,,""
2023-07-05,Decline Crunch,Abs,103.3,kgs,10,,,,""
2023-07-05,Cable Lateral Raise,Side Delts,4.0,kgs,3,,,,""
2023-07-05,Finger Curl,Forearms,65.0,kgs,10,,,,""
2023-07-05,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-07-05,Cable Rope Extenison,Triceps,11.0,kgs,12,,,,""
2023-07-05,Kroc Row,Back,20.0,kgs,7,,,,""
2023-07-05,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-07-05,Cable Rope Extenison,Triceps,11.0,kgs,12,,,,""
2023-07-05,Kroc Row,Back,20.0,kgs,7,,,,""
2023-07-05,Rope Curls,Forearms,10.0,kgs,12,,,,""
2023-07-05,Cable Rope Extenison,Triceps,11.0,kgs,12,,,,""
2023-07-05,Kroc Row,Back,20.0,kgs,5,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,20,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,16,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,18,,,,""
2023-07-06,Deadlift,Back,150.0,kgs,3,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,17,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,17,,,,""
2023-07-06,Deadlift,Back,130.0,kgs,3,,,,""
2023-07-06,Romanian Deadlift,Legs,105.0,kgs,5,,,,""
2023-07-06,Calf Press,Calves,210.0,kgs,17,,,,""
2023-07-06,Romanian Deadlift,Legs,105.0,kgs,5,,,,""
2023-07-06,WG Pull Ups,Back,83.5,kgs,8,,,,""
